posting_id,job_title,company,sector,city,salary_min_gbp,salary_max_gbp,experience_required,degree_required,skills_required,working_arrangement,visa_sponsorship,date_posted,applicant_count,level
136,Graduate Business Analyst,Centrica,Energy,London,28000,31000,0-1 years,Mathematics,Azure;Communication;Confluence;DAX;Data Analysis;Financial Modelling;Forecasting;KPI Reporting,Hybrid,No,2024-12,364,Graduate
137,Strategy Analyst,JPMorgan UK,Finance,London,36000,43000,1 year,Any degree subject,Agile;Communication;DAX;Data Analysis,Office,No,2026-04,311,Entry Level
138,Business Intelligence Analyst,Fidelity,Finance,London,34000,38000,2 years,STEM degree preferred,Azure;Business Intelligence;Communication;DAX;Data Analysis;JIRA;Microsoft Excel,Hybrid,No,2024-05,581,Entry Level
139,Financial Analyst,Aviva,Finance,London,Not specified,Not specified,1 year,Statistics,Azure;Business Intelligence;Communication;Data Analysis;KPI Reporting;Microsoft Excel;Microsoft Office,Office,No,2024-11,582,Entry Level
140,Reporting Analyst,Santander UK,Finance,London,Not specified,Not specified,1-2 years,2:1 or above any subject,Agile;Communication;DAX;Data Analysis,Hybrid,No,2025-06,666,Entry Level
141,Reporting Analyst,Barclays,Finance,London,38000,42000,1 year,STEM degree preferred,AWS;Agile;Business Intelligence;Communication;Confluence;Data Analysis;Financial Modelling;JIRA,Hybrid,Yes,2025-03,670,Entry Level
142,Commercial Analyst,Aviva,Finance,London,39000,45000,0-1 years,Statistics,Agile;Business Intelligence;Communication;Copilot;DAX;Data Analysis,Office,No,2025-11,123,Entry Level
143,Reporting Analyst,DataCo Ltd,Technology,Leeds,28000,31000,1 year,Finance,ChatGPT/AI Tools;Communication;Confluence;Data Analysis,Office,No,2025-08,389,Entry Level
144,Graduate Financial Analyst,Tesco,Retail,London,24000,29000,0-1 years,Economics,AWS;Communication;Data Analysis;Forecasting,Remote,No,2025-07,420,Graduate
145,Business Intelligence Analyst,StartupXYZ,Technology,London,30000,34000,1 year,Engineering,Azure;Business Intelligence;Communication;Data Analysis;Financial Modelling,Flexible,No,2024-01,651,Entry Level
146,Financial Analyst,Standard Chartered,Finance,London,35000,39000,1 year,Any degree subject,Agile;Communication;DAX;Financial Modelling;Forecasting,Hybrid,No,2026-06,487,Entry Level
147,Commercial Analyst,Metro Bank,Finance,London,39000,45000,1 year,Engineering,Agile;Business Intelligence;ChatGPT/AI Tools;Confluence;Financial Modelling;JIRA;KPI Reporting;Microsoft Excel;Microsoft Office,Hybrid,No,2025-05,609,Entry Level
148,Business Intelligence Analyst,BT Group,Technology,London,37000,43000,2 years,Mathematics,Agile;Business Intelligence;Communication;Data Analysis;Forecasting;KPI Reporting;Power Query,Office,No,2026-01,371,Entry Level
149,Data Analyst,Metro Bank,Finance,London,37000,40000,0-1 years,Statistics,AWS;Agile;Azure;Business Intelligence;ChatGPT/AI Tools;Communication;JIRA;KPI Reporting;Microsoft Excel,Hybrid,No,2026-03,781,Entry Level
150,Graduate Data Analyst,Goldman Sachs UK,Finance,London,29000,34000,1 year,Any degree subject,Agile;Business Intelligence;ChatGPT/AI Tools;Communication;Copilot;Data Analysis;JIRA,Office,No,2024-05,679,Graduate
151,Business Analyst,EY,Consulting,London,Not specified,Not specified,1-2 years,Economics,AWS;Agile;Communication;Confluence;Data Analysis;Microsoft Excel;Microsoft Office,Hybrid,Yes,2024-01,792,Entry Level
152,Business Analyst,Microsoft,Technology,London,31000,35000,0-1 years,Business & Management,AWS;Communication;Data Analysis;Forecasting;KPI Reporting;Microsoft Excel;Microsoft Office,Hybrid,No,2025-02,354,Entry Level
153,Business Intelligence Analyst,Standard Chartered,Finance,London,29000,35000,0-1 years,Mathematics,Agile;Business Intelligence;Communication;Data Analysis;Forecasting;Microsoft Excel;Microsoft Office,Office,No,2025-05,445,Entry Level
154,Junior Data Analyst,Metro Bank,Finance,London,36000,39000,1 year,Economics,Business Intelligence;Communication;Financial Modelling;KPI Reporting;Machine Learning;Microsoft Excel;Microsoft Office;Pivot Tables,Hybrid,No,2026-01,286,Graduate
155,Business Intelligence Analyst,Shell,Energy,Birmingham,26000,30000,2 years,STEM degree preferred,Business Intelligence;Communication;Data Analysis;JIRA;KPI Reporting;Microsoft Excel;Microsoft Office;Pivot Tables;Power BI,Flexible,No,2026-06,323,Entry Level
156,Junior Operations Analyst,DWP,Public Sector,London,23000,28000,None,Finance,Agile;Communication;DAX;Data Analysis;KPI Reporting;Microsoft Excel;Microsoft Office;Power BI;Power Query,Hybrid,No,2024-11,207,Graduate
157,Operations Analyst,Shell,Energy,London,26000,32000,1 year,Engineering,AWS;Agile;Business Intelligence;Communication;Confluence;Data Analysis;Financial Modelling;Forecasting,Flexible,No,2026-06,506,Entry Level
158,Graduate Data Analyst,Amazon,Technology,London,Not specified,Not specified,1 year,Finance,Agile;DAX;Data Analysis;JIRA;KPI Reporting;Pivot Tables;Power BI;PowerPoint,Office,No,2025-10,215,Graduate
159,Graduate Data Analyst,ConsultCo,Consulting,London,34000,40000,0-1 years,2:1 or above any subject,Agile;Communication;Confluence;Data Analysis;JIRA,Hybrid,No,2025-07,683,Graduate
160,Reporting Analyst,KPMG,Consulting,London,27000,32000,None,Business & Management,Agile;Azure;Business Intelligence;ChatGPT/AI Tools;Communication;Confluence;Data Analysis,Hybrid,No,2026-03,647,Entry Level
161,Data Analyst,JPMorgan UK,Finance,London,36000,40000,1-2 years,Statistics,AWS;Agile;Confluence;Copilot;Data Analysis,Remote,No,2025-06,778,Entry Level
162,Graduate Financial Analyst,Sky,Technology,Cardiff,41000,46000,None,Business & Management,ChatGPT/AI Tools;Communication;Data Analysis;Financial Modelling;Microsoft Excel;Microsoft Office;Power BI,Office,No,2025-04,86,Graduate
163,Operations Analyst,Morgan Stanley UK,Finance,Bristol,31000,35000,1-2 years,Business & Management,Azure;Business Intelligence;Confluence;Copilot;Data Analysis;Forecasting;JIRA,Remote,No,2026-04,180,Entry Level
164,Insight Analyst,HSBC,Finance,London,36000,39000,1-2 years,2:1 or above any subject,AWS;Agile;Business Intelligence;Communication,Hybrid,No,2026-04,400,Entry Level
165,Graduate Business Analyst,Starling Bank,Finance,Leeds,Not specified,Not specified,0-1 years,Business & Management,Agile;Azure;Communication;DAX;Data Analysis,Hybrid,No,2025-11,223,Graduate
166,Graduate Data Analyst,DWP,Public Sector,London,25000,32000,1-2 years,Finance,Business Intelligence;ChatGPT/AI Tools;Communication;Data Analysis;Financial Modelling;Forecasting;Microsoft Excel;Microsoft Office;Pivot Tables,Office,No,2025-01,451,Graduate
167,Graduate Business Analyst,Deloitte,Consulting,London,Not specified,Not specified,1-2 years,Mathematics,AWS;Agile;Business Intelligence;Communication;Confluence,Hybrid,No,2025-07,731,Graduate
168,Junior Business Analyst,Tesco,Retail,Birmingham,27000,31000,0-1 years,Engineering,Business Intelligence;Communication;Data Analysis;KPI Reporting;Microsoft Excel,Office,No,2025-09,83,Graduate
169,Graduate Business Analyst,Lloyds,Finance,London,36000,41000,2 years,Business & Management,Agile;Azure;Business Intelligence;ChatGPT/AI Tools;Communication;DAX;Data Analysis;JIRA,Office,No,2025-07,495,Graduate
170,Business Analyst,JPMorgan UK,Finance,London,36000,40000,0-1 years,Finance,AWS;Azure;Business Intelligence;Communication;Copilot,Office,No,2026-05,480,Entry Level
171,Commercial Analyst,BAE Systems,Pharma,London,26000,33000,1 year,2:1 or above any subject,Agile;Business Intelligence;Communication;Data Analysis;JIRA;KPI Reporting;Microsoft Excel;Microsoft Office;Pivot Tables,Office,No,2024-12,781,Entry Level
172,Graduate Financial Analyst,Centrica,Energy,London,Not specified,Not specified,2 years,Any degree subject,Agile;Azure;Business Intelligence;Communication;DAX;Data Analysis;Forecasting;Microsoft Excel;Microsoft Office,Hybrid,No,2024-06,158,Graduate
173,Data Analyst,ConsultCo,Consulting,London,32000,38000,0-1 years,Business & Management,Agile;Azure;Business Intelligence;Communication;Copilot;Data Analysis,Remote,No,2025-01,730,Entry Level
174,Data Analyst,M&G Investments,Finance,London,Not specified,Not specified,0-1 years,Statistics,AWS;Agile;Azure;Business Intelligence;Communication;Confluence;DAX,Office,No,2024-04,500,Entry Level
175,Reporting Analyst,DWP,Public Sector,Cardiff,23000,30000,0-1 years,Mathematics,Azure;Business Intelligence;ChatGPT/AI Tools;Communication;Data Analysis,Office,No,2025-08,418,Entry Level
176,Graduate Data Analyst,Sky,Technology,London,28000,35000,0-1 years,Mathematics,AWS;Agile;Business Intelligence;Communication;Confluence;Copilot;Data Analysis,Hybrid,No,2026-02,358,Graduate
177,Graduate Business Analyst,Experian,Finance,London,33000,39000,1-2 years,2:1 or above any subject,Agile;Business Intelligence;Communication;DAX;Financial Modelling;JIRA,Hybrid,No,2026-01,474,Graduate
178,Junior Data Analyst,BlackRock UK,Finance,London,34000,39000,0-1 years,Statistics,Agile;Business Intelligence;Communication;Copilot;DAX;Data Analysis;JIRA,Hybrid,No,2026-05,395,Graduate
179,Business Intelligence Analyst,DataCo Ltd,Technology,Birmingham,29000,32000,None,Economics,Business Intelligence;Communication;Data Analysis;Financial Modelling;KPI Reporting,Hybrid,No,2025-10,160,Entry Level
180,Reporting Analyst,Experian,Finance,London,Not specified,Not specified,1-2 years,Mathematics,Agile;Business Intelligence;Communication;Confluence;Data Analysis;KPI Reporting;Microsoft Excel;Microsoft Office;Pivot Tables,Hybrid,No,2025-08,607,Entry Level
181,Commercial Analyst,GSK,Pharma,London,30000,33000,0-1 years,Economics,Business Intelligence;Communication;DAX;Data Analysis;Problem Solving,Hybrid,No,2024-06,472,Entry Level
182,Graduate Financial Analyst,TechAnalytics Ltd,Technology,London,35000,41000,1 year,Engineering,Agile;Communication;DAX;Data Analysis;JIRA;KPI Reporting;Microsoft Excel;Microsoft Office,Flexible,No,2025-11,209,Graduate
183,Financial Analyst,M&G Investments,Finance,London,28000,35000,2 years,Computer Science,Communication;Data Analysis;Financial Modelling;JIRA;Microsoft Excel;Microsoft Office,Flexible,No,2025-11,564,Entry Level
184,Management Consultant (Graduate),Vodafone,Technology,London,36000,41000,1 year,Engineering,Agile;ChatGPT/AI Tools;Communication;Data Analysis;JIRA;KPI Reporting;Microsoft Office;Power BI;Power Query,Flexible,No,2025-01,201,Graduate
185,Management Consultant (Graduate),Tesco,Retail,London,27000,31000,1-2 years,STEM degree preferred,Business Intelligence;ChatGPT/AI Tools;Communication;Copilot;Data Analysis;Financial Modelling;Forecasting;JIRA,Hybrid,No,2025-12,889,Graduate
186,Data Analyst,Standard Chartered,Finance,Birmingham,Not specified,Not specified,None,Computer Science,AWS;Agile;ChatGPT/AI Tools;Communication;Data Analysis,Hybrid,No,2026-05,322,Entry Level
187,Strategy Analyst,Capgemini,Consulting,London,Not specified,Not specified,0-1 years,Economics,Business Intelligence;Communication;DAX;Data Analysis;Forecasting,Hybrid,No,2025-02,881,Entry Level
188,Junior Data Analyst,HSBC,Finance,London,32000,39000,1 year,Statistics,AWS;Agile;Business Intelligence;Communication;Data Analysis;Microsoft Excel;Microsoft Office,Flexible,No,2025-04,392,Graduate
189,Graduate Business Analyst,Lloyds Banking Group,Finance,London,34000,39000,2 years,STEM degree preferred,Agile;Business Intelligence;Communication;Copilot;DAX;Data Analysis;KPI Reporting,Remote,No,2025-03,606,Graduate
190,Junior Business Analyst,Vodafone,Technology,London,39000,43000,2 years,Business & Management,Agile;Azure;Business Intelligence;ChatGPT/AI Tools,Hybrid,No,2024-07,463,Graduate
191,Strategy Analyst,DWP,Public Sector,London,24000,31000,1 year,Business & Management,Agile;ChatGPT/AI Tools;Communication;Copilot;Data Analysis,Office,No,2025-06,519,Entry Level
192,Business Analyst,Goldman Sachs UK,Finance,London,32000,37000,None,Engineering,Agile;Business Intelligence;Communication;Data Analysis;Financial Modelling;Forecasting;KPI Reporting,Office,No,2024-05,439,Entry Level
193,Business Intelligence Analyst,StartupXYZ,Technology,London,Not specified,Not specified,2 years,2:1 or above any subject,Business Intelligence;ChatGPT/AI Tools;Communication;Data Analysis,Hybrid,No,2026-02,626,Entry Level
194,Graduate Data Analyst,DataCo Ltd,Technology,London,33000,39000,1-2 years,2:1 or above any subject,AWS;Azure;Communication;Copilot;Forecasting,Office,No,2026-04,595,Graduate
195,Graduate Financial Analyst,StartupXYZ,Technology,London,34000,39000,None,Engineering,Agile;Business Intelligence;ChatGPT/AI Tools;Communication;Data Analysis;JIRA;KPI Reporting;Microsoft Excel,Flexible,No,2025-10,644,Graduate
196,Insight Analyst,Capgemini,Consulting,London,31000,35000,2 years,Computer Science,AWS;Agile;Azure;Communication;DAX;Data Analysis;JIRA;KPI Reporting;Machine Learning,Hybrid,Yes,2024-11,694,Entry Level
197,Business Analyst,Deloitte,Consulting,London,28000,35000,1 year,2:1 or above any subject,Agile;Business Intelligence;ChatGPT/AI Tools;Communication;Confluence;Copilot,Hybrid,No,2026-01,124,Entry Level
198,Graduate Data Analyst,Goldman Sachs UK,Finance,London,36000,41000,1-2 years,Finance,Communication;Confluence;DAX;Data Analysis;Forecasting;KPI Reporting;Machine Learning,Hybrid,No,2026-04,508,Graduate
199,Reporting Analyst,Fidelity,Finance,London,35000,42000,1 year,Economics,Agile;Business Intelligence;ChatGPT/AI Tools;Communication;Data Analysis;Forecasting;JIRA,Office,Yes,2026-02,110,Entry Level
200,Strategy Analyst,NatWest,Finance,London,Not specified,Not specified,1-2 years,Mathematics,AWS;Azure;Confluence;Data Analysis;Forecasting;JIRA;KPI Reporting,Hybrid,No,2026-05,159,Entry Level
201,Insight Analyst,Starling Bank,Finance,London,38000,44000,1-2 years,Economics,AWS;Agile;Business Intelligence;ChatGPT/AI Tools;Communication,Hybrid,No,2025-09,873,Entry Level
202,Business Analyst,NatWest,Finance,London,34000,40000,1-2 years,Statistics,Agile;Communication;Data Analysis;Forecasting;JIRA,Office,No,2026-01,590,Entry Level
203,Insight Analyst,Barclays,Finance,London,Not specified,Not specified,2 years,Statistics,Agile;Business Intelligence;DAX;Financial Modelling;Microsoft Excel,Hybrid,No,2026-02,477,Entry Level
204,Graduate Business Analyst,Centrica,Energy,London,33000,40000,0-1 years,Economics,Agile;Business Intelligence;ChatGPT/AI Tools;Communication,Hybrid,No,2026-05,299,Graduate
205,Graduate Financial Analyst,Santander UK,Finance,London,28000,31000,2 years,Computer Science,Business Intelligence;Communication;Data Analysis;Microsoft Office;Power BI;PowerPoint;Python,Office,No,2025-01,303,Graduate
206,Commercial Analyst,AnalyticsFirm,Technology,London,32000,39000,None,Business & Management,Agile;Business Intelligence;Communication;Data Analysis,Office,No,2025-10,637,Entry Level
207,Insight Analyst,Barclays,Finance,London,28000,33000,0-1 years,Engineering,Azure;Business Intelligence;Communication;DAX;KPI Reporting;Microsoft Excel;Power BI,Hybrid,No,2026-05,519,Entry Level
208,Management Consultant (Graduate),Lloyds,Finance,Cardiff,30000,36000,1-2 years,Business & Management,AWS;Agile;Business Intelligence;Communication;Confluence;Data Analysis;Financial Modelling,Hybrid,No,2025-11,336,Graduate
209,Data Analyst,Barclays,Finance,London,Not specified,Not specified,1 year,Computer Science,AWS;Agile;Communication;Copilot,Hybrid,No,2026-01,415,Entry Level
210,Financial Analyst,Lloyds,Finance,London,39000,43000,2 years,Statistics,Agile;Communication;Copilot;Data Analysis,Office,No,2026-06,623,Entry Level
211,Management Consultant (Graduate),Vodafone,Technology,London,32000,37000,0-1 years,Finance,Azure;ChatGPT/AI Tools;Communication;Confluence;Copilot;Data Analysis;Financial Modelling,Office,No,2024-01,739,Graduate
212,Business Analyst,BlackRock UK,Finance,London,32000,36000,1-2 years,STEM degree preferred,Agile;Business Intelligence;ChatGPT/AI Tools;Communication;Data Analysis;Financial Modelling,Flexible,No,2026-03,883,Entry Level
213,Data Analyst,KPMG,Consulting,London,31000,34000,0-1 years,Engineering,Agile;Business Intelligence;ChatGPT/AI Tools;Communication;Data Analysis;Forecasting;Microsoft Excel;Power BI;PowerPoint,Hybrid,No,2024-10,859,Entry Level
214,Junior Operations Analyst,M&G Investments,Finance,Birmingham,32000,38000,1-2 years,Engineering,AWS;Agile;Azure;Business Intelligence,Hybrid,No,2024-05,311,Graduate
215,Reporting Analyst,Goldman Sachs UK,Finance,London,29000,32000,1-2 years,Engineering,Business Intelligence;ChatGPT/AI Tools;Communication;Copilot,Hybrid,No,2024-02,254,Entry Level
216,Business Analyst,Metro Bank,Finance,London,Not specified,Not specified,1 year,Business & Management,Agile;ChatGPT/AI Tools;Communication;Confluence;Data Analysis,Hybrid,No,2026-03,291,Entry Level
217,Graduate Business Analyst,AnalyticsFirm,Technology,London,39000,42000,1 year,Mathematics,Communication;Confluence;Data Analysis;Forecasting,Hybrid,No,2024-05,85,Graduate
218,Strategy Analyst,BP,Energy,London,26000,29000,2 years,Any degree subject,Agile;Communication;Confluence;Copilot;DAX;Data Analysis;JIRA;KPI Reporting,Office,No,2026-04,178,Entry Level
219,Insight Analyst,Lloyds,Finance,London,36000,41000,1-2 years,STEM degree preferred,Business Intelligence;Communication;Confluence;Copilot;Financial Modelling;Microsoft Excel;Microsoft Office;Pivot Tables;Power BI,Office,Yes,2024-03,655,Entry Level
220,Reporting Analyst,AnalyticsFirm,Technology,London,31000,36000,0-1 years,Economics,AWS;Agile;Business Intelligence;Communication;Copilot;Data Analysis;Financial Modelling,Flexible,No,2025-07,475,Entry Level
221,Data Analyst,Starling Bank,Finance,London,Not specified,Not specified,2 years,2:1 or above any subject,Agile;Business Intelligence;Communication;Confluence;Financial Modelling;Microsoft Excel;Microsoft Office,Office,No,2026-06,618,Entry Level
222,Graduate Data Analyst,Sainsburys,Retail,London,27000,34000,0-1 years,Any degree subject,Agile;Communication;Data Analysis;KPI Reporting;Machine Learning,Hybrid,No,2024-03,524,Graduate
223,Commercial Analyst,M&G Investments,Finance,London,Not specified,Not specified,1 year,Computer Science,AWS;Agile;Business Intelligence;Communication;DAX;Data Analysis;Forecasting;KPI Reporting;Microsoft Office,Flexible,Yes,2025-09,705,Entry Level
224,Operations Analyst,Legal & General,Finance,London,28000,35000,1 year,Any degree subject,Azure;ChatGPT/AI Tools;Communication;Data Analysis;Forecasting;KPI Reporting;Microsoft Excel;Microsoft Office;Pivot Tables,Hybrid,No,2026-01,136,Entry Level
225,Commercial Analyst,PwC,Consulting,London,33000,36000,1-2 years,Economics,Business Intelligence;ChatGPT/AI Tools;Communication;Confluence;Data Analysis;Financial Modelling;Forecasting,Hybrid,No,2024-12,832,Entry Level
226,Financial Analyst,Vodafone,Technology,London,36000,41000,None,Engineering,Azure;Business Intelligence;ChatGPT/AI Tools;Communication;Confluence;Data Analysis;Financial Modelling,Hybrid,Yes,2024-03,755,Entry Level
227,Junior Business Analyst,BP,Energy,London,26000,33000,None,Mathematics,Communication;Data Analysis;KPI Reporting;Microsoft Office;Pivot Tables;Problem Solving,Office,No,2025-01,710,Graduate
228,Strategy Analyst,NHS,Public Sector,London,Not specified,Not specified,None,Statistics,Agile;Communication;DAX;Data Analysis;Forecasting,Flexible,Yes,2026-03,633,Entry Level
229,Junior Business Analyst,StartupXYZ,Technology,London,Not specified,Not specified,0-1 years,Economics,ChatGPT/AI Tools;Communication;Confluence;Copilot;DAX;Data Analysis;KPI Reporting;Microsoft Excel;Microsoft Office,Flexible,No,2026-05,595,Graduate
230,Business Intelligence Analyst,BlackRock UK,Finance,London,29000,36000,1 year,Economics,AWS;Agile;Business Intelligence;DAX;Data Analysis;JIRA,Hybrid,No,2026-05,586,Entry Level
231,Commercial Analyst,Lloyds Banking Group,Finance,London,Not specified,Not specified,0-1 years,2:1 or above any subject,Agile;Azure;Business Intelligence;Communication;DAX;Data Analysis;Microsoft Excel;PowerPoint;Problem Solving,Flexible,No,2024-01,687,Entry Level
232,Strategy Analyst,JPMorgan UK,Finance,London,35000,41000,1-2 years,Computer Science,Agile;Business Intelligence;ChatGPT/AI Tools;Communication;Copilot,Hybrid,No,2025-03,108,Entry Level
233,Junior Business Analyst,Goldman Sachs UK,Finance,London,36000,43000,None,STEM degree preferred,Agile;Business Intelligence;Communication;Data Analysis;Forecasting;KPI Reporting;Microsoft Office,Hybrid,No,2025-11,116,Graduate
234,Business Analyst,Lloyds Banking Group,Finance,London,37000,43000,None,Statistics,Agile;Azure;Communication;Data Analysis;JIRA,Hybrid,No,2024-07,198,Entry Level
235,Insight Analyst,Google,Technology,London,30000,35000,2 years,Business & Management,Business Intelligence;Communication;Data Analysis;Financial Modelling,Office,No,2025-06,865,Entry Level
236,Graduate Business Analyst,TechAnalytics Ltd,Technology,London,33000,38000,None,STEM degree preferred,Azure;Business Intelligence;Communication;Data Analysis,Office,No,2025-07,278,Graduate
237,Operations Analyst,Goldman Sachs UK,Finance,Leeds,34000,41000,0-1 years,Computer Science,Agile;Business Intelligence;Communication;Data Analysis;Financial Modelling;KPI Reporting;Microsoft Excel;Microsoft Office,Hybrid,No,2025-10,159,Entry Level
238,Reporting Analyst,Accenture,Consulting,London,31000,36000,0-1 years,Engineering,Agile;ChatGPT/AI Tools;Communication;DAX,Flexible,No,2026-03,615,Entry Level
239,Strategy Analyst,BT Group,Technology,London,32000,36000,1-2 years,Statistics,Agile;ChatGPT/AI Tools;Communication;Data Analysis;Forecasting;JIRA;KPI Reporting,Hybrid,No,2026-05,634,Entry Level
240,Commercial Analyst,Standard Chartered,Finance,London,30000,33000,1-2 years,Finance,AWS;Agile;Business Intelligence;ChatGPT/AI Tools;Communication;DAX;Data Analysis,Hybrid,No,2025-10,299,Entry Level
241,Graduate Financial Analyst,Amazon,Technology,London,40000,47000,1-2 years,2:1 or above any subject,Agile;Communication;DAX;Data Analysis;Financial Modelling;Forecasting,Remote,No,2026-05,727,Graduate
242,Reporting Analyst,Centrica,Energy,London,Not specified,Not specified,0-1 years,Business & Management,Azure;Business Intelligence;Communication;Data Analysis,Hybrid,No,2025-03,730,Entry Level
243,Business Analyst,AnalyticsFirm,Technology,London,38000,41000,1 year,Economics,Agile;Azure;Communication;Confluence;DAX;Data Analysis;Financial Modelling;Forecasting;KPI Reporting,Hybrid,No,2025-11,615,Entry Level
244,Junior Data Analyst,Shell,Energy,London,Not specified,Not specified,0-1 years,Any degree subject,Agile;Business Intelligence;Communication;Confluence;Copilot;Data Analysis,Office,No,2025-10,547,Graduate
245,Business Intelligence Analyst,JPMorgan UK,Finance,Manchester,35000,39000,0-1 years,Economics,ChatGPT/AI Tools;Communication;Copilot;DAX;Data Analysis,Hybrid,No,2025-12,165,Entry Level
246,Strategy Analyst,NatWest,Finance,London,Not specified,Not specified,0-1 years,Engineering,Business Intelligence;ChatGPT/AI Tools;Communication;Confluence,Hybrid,No,2024-03,371,Entry Level
247,Management Consultant (Graduate),DWP,Public Sector,London,26000,29000,2 years,Economics,Agile;ChatGPT/AI Tools;Communication;Confluence;DAX;Data Analysis;JIRA,Hybrid,No,2026-05,344,Graduate
248,Insight Analyst,Microsoft,Technology,London,Not specified,Not specified,None,Finance,Agile;Communication;DAX;Data Analysis,Hybrid,No,2025-02,471,Entry Level
249,Graduate Business Analyst,Legal & General,Finance,London,38000,43000,0-1 years,Mathematics,ChatGPT/AI Tools;Communication;Data Analysis;Forecasting;Microsoft Office;Pivot Tables;Power BI;PowerPoint;Problem Solving,Hybrid,No,2024-10,374,Graduate
250,Insight Analyst,DataCo Ltd,Technology,London,37000,44000,1 year,STEM degree preferred,AWS;Agile;Communication;Data Analysis;JIRA,Hybrid,No,2026-01,485,Entry Level
251,Commercial Analyst,Capgemini,Consulting,Liverpool,Not specified,Not specified,0-1 years,Business & Management,Business Intelligence;Communication;Data Analysis;KPI Reporting;Microsoft Excel;Microsoft Office;Power Query,Office,No,2025-02,346,Entry Level
252,Business Intelligence Analyst,BlackRock UK,Finance,London,33000,40000,None,Business & Management,Agile;Communication;Data Analysis;Financial Modelling,Office,No,2025-08,474,Entry Level
253,Business Intelligence Analyst,McKinsey,Consulting,London,35000,38000,0-1 years,Any degree subject,Business Intelligence;Communication;Data Analysis;Financial Modelling;Forecasting;KPI Reporting,Hybrid,No,2024-05,688,Entry Level
254,Graduate Data Analyst,KPMG,Consulting,London,31000,34000,2 years,Any degree subject,Azure;Communication;Confluence;Data Analysis;Financial Modelling,Hybrid,No,2024-02,430,Graduate
255,Operations Analyst,Infosys,Consulting,London,29000,34000,0-1 years,Statistics,Agile;Business Intelligence;ChatGPT/AI Tools;Communication;Confluence;Copilot;Data Analysis;Financial Modelling,Hybrid,No,2026-01,215,Entry Level
256,Operations Analyst,M&G Investments,Finance,London,31000,35000,1 year,STEM degree preferred,Azure;Communication;Data Analysis;Financial Modelling;JIRA,Hybrid,No,2024-03,579,Entry Level
257,Junior Operations Analyst,Deloitte,Consulting,London,35000,41000,1 year,Statistics,AWS;Agile;Communication;Confluence;DAX;Data Analysis,Hybrid,No,2025-08,395,Graduate
258,Management Consultant (Graduate),BP,Energy,Birmingham,Not specified,Not specified,None,Finance,Agile;ChatGPT/AI Tools;Communication;Data Analysis,Hybrid,No,2026-01,281,Graduate
259,Graduate Business Analyst,Lloyds,Finance,London,39000,45000,1-2 years,Business & Management,Agile;Business Intelligence;Communication;DAX,Flexible,No,2024-07,112,Graduate
260,Junior Operations Analyst,Legal & General,Finance,Edinburgh,35000,40000,0-1 years,Mathematics,Agile;Communication;DAX;Data Analysis;Financial Modelling;Microsoft Excel;Microsoft Office,Office,No,2025-11,380,Graduate
261,Strategy Analyst,Microsoft,Technology,London,31000,35000,1 year,2:1 or above any subject,Agile;Azure;Communication;Confluence;Copilot,Office,No,2026-01,580,Entry Level
262,Strategy Analyst,AnalyticsFirm,Technology,Manchester,Not specified,Not specified,2 years,Statistics,AWS;Agile;Business Intelligence;Communication;Copilot,Hybrid,No,2024-03,129,Entry Level
263,Graduate Data Analyst,M&G Investments,Finance,Manchester,38000,42000,0-1 years,STEM degree preferred,Agile;Communication;Data Analysis;KPI Reporting;Microsoft Excel;Microsoft Office,Hybrid,No,2025-08,292,Graduate
264,Commercial Analyst,AnalyticsFirm,Technology,London,31000,35000,0-1 years,2:1 or above any subject,Agile;Business Intelligence;Communication;Data Analysis;Financial Modelling;Forecasting,Hybrid,No,2025-05,638,Entry Level
265,Data Analyst,Shell,Energy,Manchester,34000,39000,1-2 years,STEM degree preferred,Agile;Azure;Communication;Copilot;Data Analysis;KPI Reporting;Microsoft Excel;Pivot Tables;Power Query,Office,No,2026-05,64,Entry Level
266,Strategy Analyst,Schroders,Finance,London,Not specified,Not specified,1 year,Computer Science,Agile;Business Intelligence;Communication;Financial Modelling;JIRA,Office,No,2024-06,152,Entry Level
267,Graduate Financial Analyst,Infosys,Consulting,London,33000,36000,2 years,2:1 or above any subject,Azure;Business Intelligence;Communication;DAX,Flexible,No,2024-11,586,Graduate
268,Business Intelligence Analyst,Starling Bank,Finance,London,38000,41000,1 year,Engineering,Agile;Communication;Data Analysis;JIRA;KPI Reporting;Machine Learning;Microsoft Excel;Pivot Tables,Office,Yes,2025-08,551,Entry Level
269,Junior Business Analyst,BlackRock UK,Finance,London,38000,44000,0-1 years,Statistics,Agile;Business Intelligence;Communication;JIRA;KPI Reporting,Hybrid,No,2025-06,716,Graduate
270,Junior Data Analyst,Aviva,Finance,Birmingham,31000,36000,1 year,Business & Management,Azure;Business Intelligence;Communication;Data Analysis;JIRA,Hybrid,No,2026-01,293,Graduate
271,Financial Analyst,Infosys,Consulting,London,30000,36000,1-2 years,STEM degree preferred,Agile;Business Intelligence;Communication;Data Analysis;Forecasting;Microsoft Excel;Microsoft Office;Pivot Tables,Hybrid,No,2025-12,436,Entry Level
272,Financial Analyst,StartupXYZ,Technology,London,28000,34000,2 years,Business & Management,Communication;Data Analysis;JIRA;KPI Reporting,Office,No,2024-02,708,Entry Level
