posting_id,job_title,company,sector,city,salary_min_gbp,salary_max_gbp,experience_required,degree_required,skills_required,working_arrangement,visa_sponsorship,date_posted,applicant_count,level,salary_midpoint,has_salary,requires_experience,is_london,skills_list,skill_count,salary_zscore
96,Data Analyst,Lloyds Banking Group,Finance,London,33000.0,38000.0,1 year,Any degree subject,Agile;Confluence;Data Analysis;Financial Modelling;KPI Reporting;Microsoft Office;Pivot Tables;Power BI;Power Query,Office,No,2025-09-01,541,Entry Level,35500.0,True,1,1,"['Agile', 'Confluence', 'Data Analysis', 'Financial Modelling', 'KPI Reporting', 'Microsoft Office', 'Pivot Tables', 'Power BI', 'Power Query']",9,0.18
97,Junior Data Analyst,GSK,Pharma,London,25000.0,29000.0,1 year,2:1 or above any subject,Agile;ChatGPT/AI Tools;Communication;Confluence;Data Analysis;Microsoft Office;Power Query;PowerPoint;Problem Solving,Office,No,2025-10-01,525,Graduate,27000.0,True,1,1,"['Agile', 'ChatGPT/AI Tools', 'Communication', 'Confluence', 'Data Analysis', 'Microsoft Office', 'Power Query', 'PowerPoint', 'Problem Solving']",9,-1.75
98,Operations Analyst,M&G Investments,Finance,London,35000.0,42000.0,<1 year,STEM degree preferred,Communication;DAX;Data Analysis;Financial Modelling;Forecasting;Microsoft Excel,Office,No,2026-02-01,219,Entry Level,38500.0,True,0,1,"['Communication', 'DAX', 'Data Analysis', 'Financial Modelling', 'Forecasting', 'Microsoft Excel']",6,0.86
99,Data Analyst,HMRC,Public Sector,London,27000.0,33000.0,<1 year,Business & Management,Business Intelligence;ChatGPT/AI Tools;Communication;DAX;Data Analysis;Forecasting;JIRA,Hybrid,No,2024-11-01,293,Entry Level,30000.0,True,0,1,"['Business Intelligence', 'ChatGPT/AI Tools', 'Communication', 'DAX', 'Data Analysis', 'Forecasting', 'JIRA']",7,-1.07
101,Commercial Analyst,DataCo Ltd,Technology,London,39000.0,44000.0,1-2 years,Finance,Agile;Business Intelligence;ChatGPT/AI Tools;Communication;Data Analysis,Hybrid,No,2024-11-01,148,Entry Level,41500.0,True,1,1,"['Agile', 'Business Intelligence', 'ChatGPT/AI Tools', 'Communication', 'Data Analysis']",5,1.54
103,Data Analyst,AnalyticsFirm,Technology,Birmingham,38000.0,44000.0,2+ years,Business & Management,Agile;Communication;Data Analysis;Financial Modelling;Forecasting,Office,No,2026-05-01,301,Entry Level,41000.0,True,1,0,"['Agile', 'Communication', 'Data Analysis', 'Financial Modelling', 'Forecasting']",5,1.42
105,Junior Business Analyst,NatWest,Finance,London,34000.0,40000.0,2+ years,2:1 or above any subject,Agile;Communication;DAX;Data Analysis;Forecasting,Remote,No,2025-08-01,125,Graduate,37000.0,True,1,1,"['Agile', 'Communication', 'DAX', 'Data Analysis', 'Forecasting']",5,0.52
107,Data Analyst,Legal & General,Finance,London,35000.0,42000.0,1-2 years,Engineering,Business Intelligence;Communication;Data Analysis;Financial Modelling;JIRA,Flexible,No,2025-09-01,214,Entry Level,38500.0,True,1,1,"['Business Intelligence', 'Communication', 'Data Analysis', 'Financial Modelling', 'JIRA']",5,0.86
108,Graduate Data Analyst,Capgemini,Consulting,London,37000.0,41000.0,<1 year,Business & Management,Agile;Business Intelligence;ChatGPT/AI Tools;Communication;Confluence,Hybrid,No,2025-09-01,699,Graduate,39000.0,True,0,1,"['Agile', 'Business Intelligence', 'ChatGPT/AI Tools', 'Communication', 'Confluence']",5,0.97
109,Strategy Analyst,Experian,Finance,London,34000.0,40000.0,1 year,Engineering,Communication;KPI Reporting;Microsoft Excel;Microsoft Office;Pivot Tables,Flexible,Yes,2025-11-01,130,Entry Level,37000.0,True,1,1,"['Communication', 'KPI Reporting', 'Microsoft Excel', 'Microsoft Office', 'Pivot Tables']",5,0.52
110,Operations Analyst,Microsoft,Technology,London,36000.0,41000.0,1 year,Engineering,Agile;Communication;Confluence;Data Analysis;Forecasting,Hybrid,No,2025-11-01,233,Entry Level,38500.0,True,1,1,"['Agile', 'Communication', 'Confluence', 'Data Analysis', 'Forecasting']",5,0.86
111,Graduate Data Analyst,Amazon,Technology,London,28000.0,34000.0,,Engineering,Business Intelligence;Communication;Financial Modelling;Forecasting,Flexible,No,2024-11-01,788,Graduate,31000.0,True,0,1,"['Business Intelligence', 'Communication', 'Financial Modelling', 'Forecasting']",4,-0.84
112,Junior Data Analyst,Starling Bank,Finance,Glasgow,39000.0,46000.0,1 year,Computer Science,Business Intelligence;Communication;Data Analysis;Forecasting;JIRA;Machine Learning;Microsoft Excel,Remote,No,2024-04-01,40,Graduate,42500.0,True,1,0,"['Business Intelligence', 'Communication', 'Data Analysis', 'Forecasting', 'JIRA', 'Machine Learning', 'Microsoft Excel']",7,1.76
113,Business Analyst,HSBC,Finance,London,29000.0,33000.0,<1 year,Finance,AWS;Agile;Communication;Confluence;Data Analysis;JIRA;KPI Reporting;Microsoft Excel,Office,Yes,2025-06-01,442,Entry Level,31000.0,True,0,1,"['AWS', 'Agile', 'Communication', 'Confluence', 'Data Analysis', 'JIRA', 'KPI Reporting', 'Microsoft Excel']",8,-0.84
114,Graduate Data Analyst,McKinsey,Consulting,London,27000.0,32000.0,1-2 years,Computer Science,AWS;Business Intelligence;ChatGPT/AI Tools;Communication;Confluence;DAX;Data Analysis;KPI Reporting,Hybrid,Yes,2025-09-01,198,Graduate,29500.0,True,1,1,"['AWS', 'Business Intelligence', 'ChatGPT/AI Tools', 'Communication', 'Confluence', 'DAX', 'Data Analysis', 'KPI Reporting']",8,-1.18
115,Operations Analyst,Deloitte,Consulting,London,37000.0,44000.0,,Business & Management,Agile;Azure;ChatGPT/AI Tools;Communication,Hybrid,No,2025-10-01,724,Entry Level,40500.0,True,0,1,"['Agile', 'Azure', 'ChatGPT/AI Tools', 'Communication']",4,1.31
116,Insight Analyst,Starling Bank,Finance,London,32000.0,37000.0,1 year,Economics,Business Intelligence;Communication;Copilot;Data Analysis,Hybrid,No,2026-05-01,552,Entry Level,34500.0,True,1,1,"['Business Intelligence', 'Communication', 'Copilot', 'Data Analysis']",4,-0.05
118,Junior Operations Analyst,Metro Bank,Finance,London,38000.0,43000.0,<1 year,Economics,AWS;Agile;Azure;Business Intelligence;Communication,Office,No,2026-06-01,527,Graduate,40500.0,True,0,1,"['AWS', 'Agile', 'Azure', 'Business Intelligence', 'Communication']",5,1.31
119,Graduate Business Analyst,Lloyds,Finance,London,34000.0,40000.0,2+ years,Economics,AWS;Agile;Azure;Business Intelligence;Communication;DAX;Data Analysis;Financial Modelling;Microsoft Office,Office,No,2025-10-01,134,Graduate,37000.0,True,1,1,"['AWS', 'Agile', 'Azure', 'Business Intelligence', 'Communication', 'DAX', 'Data Analysis', 'Financial Modelling', 'Microsoft Office']",9,0.52
120,Business Analyst,Sky,Technology,London,42000.0,49000.0,<1 year,STEM degree preferred,AWS;Agile;Azure;Business Intelligence;Communication;Confluence;DAX,Remote,No,2024-03-01,689,Entry Level,45500.0,True,0,1,"['AWS', 'Agile', 'Azure', 'Business Intelligence', 'Communication', 'Confluence', 'DAX']",7,2.44
121,Reporting Analyst,NatWest,Finance,Birmingham,34000.0,40000.0,1-2 years,Statistics,AWS;Communication;Data Analysis;KPI Reporting;Microsoft Excel;Microsoft Office,Office,No,2026-06-01,163,Entry Level,37000.0,True,1,0,"['AWS', 'Communication', 'Data Analysis', 'KPI Reporting', 'Microsoft Excel', 'Microsoft Office']",6,0.52
122,Commercial Analyst,DataCo Ltd,Technology,London,32000.0,37000.0,1-2 years,Finance,AWS;Communication;Data Analysis;Forecasting;Microsoft Office;Power BI;Problem Solving;Process Mapping;Python,Hybrid,No,2024-01-01,471,Entry Level,34500.0,True,1,1,"['AWS', 'Communication', 'Data Analysis', 'Forecasting', 'Microsoft Office', 'Power BI', 'Problem Solving', 'Process Mapping', 'Python']",9,-0.05
124,Management Consultant (Graduate),DWP,Public Sector,London,28000.0,31000.0,1-2 years,STEM degree preferred,AWS;Agile;Azure;Business Intelligence;Communication,Hybrid,No,2026-02-01,838,Graduate,29500.0,True,1,1,"['AWS', 'Agile', 'Azure', 'Business Intelligence', 'Communication']",5,-1.18
125,Financial Analyst,JPMorgan UK,Finance,London,28000.0,32000.0,<1 year,Finance,AWS;ChatGPT/AI Tools;Communication;Confluence;Data Analysis;KPI Reporting;Microsoft Office,Office,No,2026-01-01,216,Entry Level,30000.0,True,0,1,"['AWS', 'ChatGPT/AI Tools', 'Communication', 'Confluence', 'Data Analysis', 'KPI Reporting', 'Microsoft Office']",7,-1.07
129,Commercial Analyst,GSK,Pharma,London,29000.0,33000.0,1 year,Any degree subject,Agile;Azure;Communication;Confluence,Office,No,2024-09-01,801,Entry Level,31000.0,True,1,1,"['Agile', 'Azure', 'Communication', 'Confluence']",4,-0.84
130,Commercial Analyst,McKinsey,Consulting,London,32000.0,36000.0,<1 year,Computer Science,Agile;ChatGPT/AI Tools;Communication;Confluence;Copilot,Hybrid,No,2025-11-01,103,Entry Level,34000.0,True,0,1,"['Agile', 'ChatGPT/AI Tools', 'Communication', 'Confluence', 'Copilot']",5,-0.16
131,Business Intelligence Analyst,HMRC,Public Sector,Glasgow,27000.0,31000.0,1-2 years,Computer Science,Communication;Copilot;Data Analysis;Forecasting;KPI Reporting;Microsoft Excel;Microsoft Office;Pivot Tables;Power BI,Hybrid,No,2026-05-01,104,Entry Level,29000.0,True,1,0,"['Communication', 'Copilot', 'Data Analysis', 'Forecasting', 'KPI Reporting', 'Microsoft Excel', 'Microsoft Office', 'Pivot Tables', 'Power BI']",9,-1.29
132,Graduate Financial Analyst,Shell,Energy,London,29000.0,36000.0,1-2 years,Any degree subject,Communication;Confluence;Copilot;Data Analysis;Financial Modelling;Pivot Tables;Power BI;Prompt Engineering,Hybrid,No,2025-04-01,677,Graduate,32500.0,True,1,1,"['Communication', 'Confluence', 'Copilot', 'Data Analysis', 'Financial Modelling', 'Pivot Tables', 'Power BI', 'Prompt Engineering']",8,-0.5
135,Junior Business Analyst,JPMorgan UK,Finance,London,35000.0,39000.0,1-2 years,STEM degree preferred,Agile;Business Intelligence;Communication;Confluence;DAX;Data Analysis;Microsoft Excel;Microsoft Office,Remote,No,2025-02-01,507,Graduate,37000.0,True,1,1,"['Agile', 'Business Intelligence', 'Communication', 'Confluence', 'DAX', 'Data Analysis', 'Microsoft Excel', 'Microsoft Office']",8,0.52
136,Graduate Business Analyst,Centrica,Energy,London,28000.0,31000.0,<1 year,Mathematics,Azure;Communication;Confluence;DAX;Data Analysis;Financial Modelling;Forecasting;KPI Reporting,Hybrid,No,2024-12-01,364,Graduate,29500.0,True,0,1,"['Azure', 'Communication', 'Confluence', 'DAX', 'Data Analysis', 'Financial Modelling', 'Forecasting', 'KPI Reporting']",8,-1.18
137,Strategy Analyst,JPMorgan UK,Finance,London,36000.0,43000.0,1 year,Any degree subject,Agile;Communication;DAX;Data Analysis,Office,No,2026-04-01,311,Entry Level,39500.0,True,1,1,"['Agile', 'Communication', 'DAX', 'Data Analysis']",4,1.08
138,Business Intelligence Analyst,Fidelity,Finance,London,34000.0,38000.0,2+ years,STEM degree preferred,Azure;Business Intelligence;Communication;DAX;Data Analysis;JIRA;Microsoft Excel,Hybrid,No,2024-05-01,581,Entry Level,36000.0,True,1,1,"['Azure', 'Business Intelligence', 'Communication', 'DAX', 'Data Analysis', 'JIRA', 'Microsoft Excel']",7,0.29
141,Reporting Analyst,Barclays,Finance,London,38000.0,42000.0,1 year,STEM degree preferred,AWS;Agile;Business Intelligence;Communication;Confluence;Data Analysis;Financial Modelling;JIRA,Hybrid,Yes,2025-03-01,670,Entry Level,40000.0,True,1,1,"['AWS', 'Agile', 'Business Intelligence', 'Communication', 'Confluence', 'Data Analysis', 'Financial Modelling', 'JIRA']",8,1.2
142,Commercial Analyst,Aviva,Finance,London,39000.0,45000.0,<1 year,Statistics,Agile;Business Intelligence;Communication;Copilot;DAX;Data Analysis,Office,No,2025-11-01,123,Entry Level,42000.0,True,0,1,"['Agile', 'Business Intelligence', 'Communication', 'Copilot', 'DAX', 'Data Analysis']",6,1.65
143,Reporting Analyst,DataCo Ltd,Technology,Leeds,28000.0,31000.0,1 year,Finance,ChatGPT/AI Tools;Communication;Confluence;Data Analysis,Office,No,2025-08-01,389,Entry Level,29500.0,True,1,0,"['ChatGPT/AI Tools', 'Communication', 'Confluence', 'Data Analysis']",4,-1.18
144,Graduate Financial Analyst,Tesco,Retail,London,24000.0,29000.0,<1 year,Economics,AWS;Communication;Data Analysis;Forecasting,Remote,No,2025-07-01,420,Graduate,26500.0,True,0,1,"['AWS', 'Communication', 'Data Analysis', 'Forecasting']",4,-1.86
145,Business Intelligence Analyst,StartupXYZ,Technology,London,30000.0,34000.0,1 year,Engineering,Azure;Business Intelligence;Communication;Data Analysis;Financial Modelling,Flexible,No,2024-01-01,651,Entry Level,32000.0,True,1,1,"['Azure', 'Business Intelligence', 'Communication', 'Data Analysis', 'Financial Modelling']",5,-0.61
146,Financial Analyst,Standard Chartered,Finance,London,35000.0,39000.0,1 year,Any degree subject,Agile;Communication;DAX;Financial Modelling;Forecasting,Hybrid,No,2026-06-01,487,Entry Level,37000.0,True,1,1,"['Agile', 'Communication', 'DAX', 'Financial Modelling', 'Forecasting']",5,0.52
147,Commercial Analyst,Metro Bank,Finance,London,39000.0,45000.0,1 year,Engineering,Agile;Business Intelligence;ChatGPT/AI Tools;Confluence;Financial Modelling;JIRA;KPI Reporting;Microsoft Excel;Microsoft Office,Hybrid,No,2025-05-01,609,Entry Level,42000.0,True,1,1,"['Agile', 'Business Intelligence', 'ChatGPT/AI Tools', 'Confluence', 'Financial Modelling', 'JIRA', 'KPI Reporting', 'Microsoft Excel', 'Microsoft Office']",9,1.65
148,Business Intelligence Analyst,BT Group,Technology,London,37000.0,43000.0,2+ years,Mathematics,Agile;Business Intelligence;Communication;Data Analysis;Forecasting;KPI Reporting;Power Query,Office,No,2026-01-01,371,Entry Level,40000.0,True,1,1,"['Agile', 'Business Intelligence', 'Communication', 'Data Analysis', 'Forecasting', 'KPI Reporting', 'Power Query']",7,1.2
149,Data Analyst,Metro Bank,Finance,London,37000.0,40000.0,<1 year,Statistics,AWS;Agile;Azure;Business Intelligence;ChatGPT/AI Tools;Communication;JIRA;KPI Reporting;Microsoft Excel,Hybrid,No,2026-03-01,781,Entry Level,38500.0,True,0,1,"['AWS', 'Agile', 'Azure', 'Business Intelligence', 'ChatGPT/AI Tools', 'Communication', 'JIRA', 'KPI Reporting', 'Microsoft Excel']",9,0.86
150,Graduate Data Analyst,Goldman Sachs UK,Finance,London,29000.0,34000.0,1 year,Any degree subject,Agile;Business Intelligence;ChatGPT/AI Tools;Communication;Copilot;Data Analysis;JIRA,Office,No,2024-05-01,679,Graduate,31500.0,True,1,1,"['Agile', 'Business Intelligence', 'ChatGPT/AI Tools', 'Communication', 'Copilot', 'Data Analysis', 'JIRA']",7,-0.73
152,Business Analyst,Microsoft,Technology,London,31000.0,35000.0,<1 year,Business & Management,AWS;Communication;Data Analysis;Forecasting;KPI Reporting;Microsoft Excel;Microsoft Office,Hybrid,No,2025-02-01,354,Entry Level,33000.0,True,0,1,"['AWS', 'Communication', 'Data Analysis', 'Forecasting', 'KPI Reporting', 'Microsoft Excel', 'Microsoft Office']",7,-0.39
153,Business Intelligence Analyst,Standard Chartered,Finance,London,29000.0,35000.0,<1 year,Mathematics,Agile;Business Intelligence;Communication;Data Analysis;Forecasting;Microsoft Excel;Microsoft Office,Office,No,2025-05-01,445,Entry Level,32000.0,True,0,1,"['Agile', 'Business Intelligence', 'Communication', 'Data Analysis', 'Forecasting', 'Microsoft Excel', 'Microsoft Office']",7,-0.61
154,Junior Data Analyst,Metro Bank,Finance,London,36000.0,39000.0,1 year,Economics,Business Intelligence;Communication;Financial Modelling;KPI Reporting;Machine Learning;Microsoft Excel;Microsoft Office;Pivot Tables,Hybrid,No,2026-01-01,286,Graduate,37500.0,True,1,1,"['Business Intelligence', 'Communication', 'Financial Modelling', 'KPI Reporting', 'Machine Learning', 'Microsoft Excel', 'Microsoft Office', 'Pivot Tables']",8,0.63
155,Business Intelligence Analyst,Shell,Energy,Birmingham,26000.0,30000.0,2+ years,STEM degree preferred,Business Intelligence;Communication;Data Analysis;JIRA;KPI Reporting;Microsoft Excel;Microsoft Office;Pivot Tables;Power BI,Flexible,No,2026-06-01,323,Entry Level,28000.0,True,1,0,"['Business Intelligence', 'Communication', 'Data Analysis', 'JIRA', 'KPI Reporting', 'Microsoft Excel', 'Microsoft Office', 'Pivot Tables', 'Power BI']",9,-1.52
156,Junior Operations Analyst,DWP,Public Sector,London,23000.0,28000.0,,Finance,Agile;Communication;DAX;Data Analysis;KPI Reporting;Microsoft Excel;Microsoft Office;Power BI;Power Query,Hybrid,No,2024-11-01,207,Graduate,25500.0,True,0,1,"['Agile', 'Communication', 'DAX', 'Data Analysis', 'KPI Reporting', 'Microsoft Excel', 'Microsoft Office', 'Power BI', 'Power Query']",9,-2.09
157,Operations Analyst,Shell,Energy,London,26000.0,32000.0,1 year,Engineering,AWS;Agile;Business Intelligence;Communication;Confluence;Data Analysis;Financial Modelling;Forecasting,Flexible,No,2026-06-01,506,Entry Level,29000.0,True,1,1,"['AWS', 'Agile', 'Business Intelligence', 'Communication', 'Confluence', 'Data Analysis', 'Financial Modelling', 'Forecasting']",8,-1.29
159,Graduate Data Analyst,ConsultCo,Consulting,London,34000.0,40000.0,<1 year,2:1 or above any subject,Agile;Communication;Confluence;Data Analysis;JIRA,Hybrid,No,2025-07-01,683,Graduate,37000.0,True,0,1,"['Agile', 'Communication', 'Confluence', 'Data Analysis', 'JIRA']",5,0.52
160,Reporting Analyst,KPMG,Consulting,London,27000.0,32000.0,,Business & Management,Agile;Azure;Business Intelligence;ChatGPT/AI Tools;Communication;Confluence;Data Analysis,Hybrid,No,2026-03-01,647,Entry Level,29500.0,True,0,1,"['Agile', 'Azure', 'Business Intelligence', 'ChatGPT/AI Tools', 'Communication', 'Confluence', 'Data Analysis']",7,-1.18
161,Data Analyst,JPMorgan UK,Finance,London,36000.0,40000.0,1-2 years,Statistics,AWS;Agile;Confluence;Copilot;Data Analysis,Remote,No,2025-06-01,778,Entry Level,38000.0,True,1,1,"['AWS', 'Agile', 'Confluence', 'Copilot', 'Data Analysis']",5,0.74
162,Graduate Financial Analyst,Sky,Technology,Cardiff,41000.0,46000.0,,Business & Management,ChatGPT/AI Tools;Communication;Data Analysis;Financial Modelling;Microsoft Excel;Microsoft Office;Power BI,Office,No,2025-04-01,86,Graduate,43500.0,True,0,0,"['ChatGPT/AI Tools', 'Communication', 'Data Analysis', 'Financial Modelling', 'Microsoft Excel', 'Microsoft Office', 'Power BI']",7,1.99
163,Operations Analyst,Morgan Stanley UK,Finance,Bristol,31000.0,35000.0,1-2 years,Business & Management,Azure;Business Intelligence;Confluence;Copilot;Data Analysis;Forecasting;JIRA,Remote,No,2026-04-01,180,Entry Level,33000.0,True,1,0,"['Azure', 'Business Intelligence', 'Confluence', 'Copilot', 'Data Analysis', 'Forecasting', 'JIRA']",7,-0.39
164,Insight Analyst,HSBC,Finance,London,36000.0,39000.0,1-2 years,2:1 or above any subject,AWS;Agile;Business Intelligence;Communication,Hybrid,No,2026-04-01,400,Entry Level,37500.0,True,1,1,"['AWS', 'Agile', 'Business Intelligence', 'Communication']",4,0.63
166,Graduate Data Analyst,DWP,Public Sector,London,25000.0,32000.0,1-2 years,Finance,Business Intelligence;ChatGPT/AI Tools;Communication;Data Analysis;Financial Modelling;Forecasting;Microsoft Excel;Microsoft Office;Pivot Tables,Office,No,2025-01-01,451,Graduate,28500.0,True,1,1,"['Business Intelligence', 'ChatGPT/AI Tools', 'Communication', 'Data Analysis', 'Financial Modelling', 'Forecasting', 'Microsoft Excel', 'Microsoft Office', 'Pivot Tables']",9,-1.41
168,Junior Business Analyst,Tesco,Retail,Birmingham,27000.0,31000.0,<1 year,Engineering,Business Intelligence;Communication;Data Analysis;KPI Reporting;Microsoft Excel,Office,No,2025-09-01,83,Graduate,29000.0,True,0,0,"['Business Intelligence', 'Communication', 'Data Analysis', 'KPI Reporting', 'Microsoft Excel']",5,-1.29
169,Graduate Business Analyst,Lloyds,Finance,London,36000.0,41000.0,2+ years,Business & Management,Agile;Azure;Business Intelligence;ChatGPT/AI Tools;Communication;DAX;Data Analysis;JIRA,Office,No,2025-07-01,495,Graduate,38500.0,True,1,1,"['Agile', 'Azure', 'Business Intelligence', 'ChatGPT/AI Tools', 'Communication', 'DAX', 'Data Analysis', 'JIRA']",8,0.86
170,Business Analyst,JPMorgan UK,Finance,London,36000.0,40000.0,<1 year,Finance,AWS;Azure;Business Intelligence;Communication;Copilot,Office,No,2026-05-01,480,Entry Level,38000.0,True,0,1,"['AWS', 'Azure', 'Business Intelligence', 'Communication', 'Copilot']",5,0.74
171,Commercial Analyst,BAE Systems,Pharma,London,26000.0,33000.0,1 year,2:1 or above any subject,Agile;Business Intelligence;Communication;Data Analysis;JIRA;KPI Reporting;Microsoft Excel;Microsoft Office;Pivot Tables,Office,No,2024-12-01,781,Entry Level,29500.0,True,1,1,"['Agile', 'Business Intelligence', 'Communication', 'Data Analysis', 'JIRA', 'KPI Reporting', 'Microsoft Excel', 'Microsoft Office', 'Pivot Tables']",9,-1.18
173,Data Analyst,ConsultCo,Consulting,London,32000.0,38000.0,<1 year,Business & Management,Agile;Azure;Business Intelligence;Communication;Copilot;Data Analysis,Remote,No,2025-01-01,730,Entry Level,35000.0,True,0,1,"['Agile', 'Azure', 'Business Intelligence', 'Communication', 'Copilot', 'Data Analysis']",6,0.06
175,Reporting Analyst,DWP,Public Sector,Cardiff,23000.0,30000.0,<1 year,Mathematics,Azure;Business Intelligence;ChatGPT/AI Tools;Communication;Data Analysis,Office,No,2025-08-01,418,Entry Level,26500.0,True,0,0,"['Azure', 'Business Intelligence', 'ChatGPT/AI Tools', 'Communication', 'Data Analysis']",5,-1.86
176,Graduate Data Analyst,Sky,Technology,London,28000.0,35000.0,<1 year,Mathematics,AWS;Agile;Business Intelligence;Communication;Confluence;Copilot;Data Analysis,Hybrid,No,2026-02-01,358,Graduate,31500.0,True,0,1,"['AWS', 'Agile', 'Business Intelligence', 'Communication', 'Confluence', 'Copilot', 'Data Analysis']",7,-0.73
177,Graduate Business Analyst,Experian,Finance,London,33000.0,39000.0,1-2 years,2:1 or above any subject,Agile;Business Intelligence;Communication;DAX;Financial Modelling;JIRA,Hybrid,No,2026-01-01,474,Graduate,36000.0,True,1,1,"['Agile', 'Business Intelligence', 'Communication', 'DAX', 'Financial Modelling', 'JIRA']",6,0.29
178,Junior Data Analyst,BlackRock UK,Finance,London,34000.0,39000.0,<1 year,Statistics,Agile;Business Intelligence;Communication;Copilot;DAX;Data Analysis;JIRA,Hybrid,No,2026-05-01,395,Graduate,36500.0,True,0,1,"['Agile', 'Business Intelligence', 'Communication', 'Copilot', 'DAX', 'Data Analysis', 'JIRA']",7,0.4
179,Business Intelligence Analyst,DataCo Ltd,Technology,Birmingham,29000.0,32000.0,,Economics,Business Intelligence;Communication;Data Analysis;Financial Modelling;KPI Reporting,Hybrid,No,2025-10-01,160,Entry Level,30500.0,True,0,0,"['Business Intelligence', 'Communication', 'Data Analysis', 'Financial Modelling', 'KPI Reporting']",5,-0.95
181,Commercial Analyst,GSK,Pharma,London,30000.0,33000.0,<1 year,Economics,Business Intelligence;Communication;DAX;Data Analysis;Problem Solving,Hybrid,No,2024-06-01,472,Entry Level,31500.0,True,0,1,"['Business Intelligence', 'Communication', 'DAX', 'Data Analysis', 'Problem Solving']",5,-0.73
182,Graduate Financial Analyst,TechAnalytics Ltd,Technology,London,35000.0,41000.0,1 year,Engineering,Agile;Communication;DAX;Data Analysis;JIRA;KPI Reporting;Microsoft Excel;Microsoft Office,Flexible,No,2025-11-01,209,Graduate,38000.0,True,1,1,"['Agile', 'Communication', 'DAX', 'Data Analysis', 'JIRA', 'KPI Reporting', 'Microsoft Excel', 'Microsoft Office']",8,0.74
183,Financial Analyst,M&G Investments,Finance,London,28000.0,35000.0,2+ years,Computer Science,Communication;Data Analysis;Financial Modelling;JIRA;Microsoft Excel;Microsoft Office,Flexible,No,2025-11-01,564,Entry Level,31500.0,True,1,1,"['Communication', 'Data Analysis', 'Financial Modelling', 'JIRA', 'Microsoft Excel', 'Microsoft Office']",6,-0.73
184,Management Consultant (Graduate),Vodafone,Technology,London,36000.0,41000.0,1 year,Engineering,Agile;ChatGPT/AI Tools;Communication;Data Analysis;JIRA;KPI Reporting;Microsoft Office;Power BI;Power Query,Flexible,No,2025-01-01,201,Graduate,38500.0,True,1,1,"['Agile', 'ChatGPT/AI Tools', 'Communication', 'Data Analysis', 'JIRA', 'KPI Reporting', 'Microsoft Office', 'Power BI', 'Power Query']",9,0.86
185,Management Consultant (Graduate),Tesco,Retail,London,27000.0,31000.0,1-2 years,STEM degree preferred,Business Intelligence;ChatGPT/AI Tools;Communication;Copilot;Data Analysis;Financial Modelling;Forecasting;JIRA,Hybrid,No,2025-12-01,889,Graduate,29000.0,True,1,1,"['Business Intelligence', 'ChatGPT/AI Tools', 'Communication', 'Copilot', 'Data Analysis', 'Financial Modelling', 'Forecasting', 'JIRA']",8,-1.29
188,Junior Data Analyst,HSBC,Finance,London,32000.0,39000.0,1 year,Statistics,AWS;Agile;Business Intelligence;Communication;Data Analysis;Microsoft Excel;Microsoft Office,Flexible,No,2025-04-01,392,Graduate,35500.0,True,1,1,"['AWS', 'Agile', 'Business Intelligence', 'Communication', 'Data Analysis', 'Microsoft Excel', 'Microsoft Office']",7,0.18
189,Graduate Business Analyst,Lloyds Banking Group,Finance,London,34000.0,39000.0,2+ years,STEM degree preferred,Agile;Business Intelligence;Communication;Copilot;DAX;Data Analysis;KPI Reporting,Remote,No,2025-03-01,606,Graduate,36500.0,True,1,1,"['Agile', 'Business Intelligence', 'Communication', 'Copilot', 'DAX', 'Data Analysis', 'KPI Reporting']",7,0.4
190,Junior Business Analyst,Vodafone,Technology,London,39000.0,43000.0,2+ years,Business & Management,Agile;Azure;Business Intelligence;ChatGPT/AI Tools,Hybrid,No,2024-07-01,463,Graduate,41000.0,True,1,1,"['Agile', 'Azure', 'Business Intelligence', 'ChatGPT/AI Tools']",4,1.42
191,Strategy Analyst,DWP,Public Sector,London,24000.0,31000.0,1 year,Business & Management,Agile;ChatGPT/AI Tools;Communication;Copilot;Data Analysis,Office,No,2025-06-01,519,Entry Level,27500.0,True,1,1,"['Agile', 'ChatGPT/AI Tools', 'Communication', 'Copilot', 'Data Analysis']",5,-1.63
192,Business Analyst,Goldman Sachs UK,Finance,London,32000.0,37000.0,,Engineering,Agile;Business Intelligence;Communication;Data Analysis;Financial Modelling;Forecasting;KPI Reporting,Office,No,2024-05-01,439,Entry Level,34500.0,True,0,1,"['Agile', 'Business Intelligence', 'Communication', 'Data Analysis', 'Financial Modelling', 'Forecasting', 'KPI Reporting']",7,-0.05
194,Graduate Data Analyst,DataCo Ltd,Technology,London,33000.0,39000.0,1-2 years,2:1 or above any subject,AWS;Azure;Communication;Copilot;Forecasting,Office,No,2026-04-01,595,Graduate,36000.0,True,1,1,"['AWS', 'Azure', 'Communication', 'Copilot', 'Forecasting']",5,0.29
195,Graduate Financial Analyst,StartupXYZ,Technology,London,34000.0,39000.0,,Engineering,Agile;Business Intelligence;ChatGPT/AI Tools;Communication;Data Analysis;JIRA;KPI Reporting;Microsoft Excel,Flexible,No,2025-10-01,644,Graduate,36500.0,True,0,1,"['Agile', 'Business Intelligence', 'ChatGPT/AI Tools', 'Communication', 'Data Analysis', 'JIRA', 'KPI Reporting', 'Microsoft Excel']",8,0.4
